"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","DistFromHighHumanAccess2","landcover16","EASTING","NORTHING","pack","used","usedFactor"
3,4,3,3,4,3,2245.80666666599,1236.69756307682,1229.31213378906,15,577928.866631719,5683668.65003984,"Bow Valley",0,"0"
4,4,4,1,1,4,1433,337.67634163034,85.0026016235352,2,577678.832374284,5678811.49116198,"Bow Valley",0,"0"
4,5,5,3,3,5,1432.85377777776,142.129136528199,0,8,579812.833714141,5678650.78449753,"Bow Valley",0,"0"
4,3,3,5,6,4,2324.69866666712,1790.315966642,1771.87426757812,10,589374.965834749,5678908.81925434,"Bow Valley",0,"0"
4,4,4,4,3,4,1976.85333333383,250.579136701504,131.367034912109,3,588685.595934855,5682387.37214793,"Bow Valley",0,"0"
4,4,4,1,1,5,1787.25333333334,423.203187644642,959.085327148438,2,583707.865903598,5677982.80988831,"Bow Valley",0,"0"
4,3,3,3,1,4,2054.18666666679,637.170110211383,566.294311523438,2,564070.06573979,5684255.51419356,"Bow Valley",0,"0"
4,5,4,3,1,4,1570.58000000044,480.462330640213,282.786407470703,3,573199.000911957,5678793.31297665,"Bow Valley",0,"0"
4,4,4,4,3,4,1701.28666666741,907.197110426073,1060.60192871094,3,595644.576227243,5666878.4273359,"Bow Valley",0,"0"
4,5,4,1,4,4,1671.90000000031,1147.96638859008,946.392944335938,3,562441.339808043,5688818.77233229,"Bow Valley",0,"0"
4,5,4,3,1,4,1551.81333333321,231.830032496442,509.126678466797,3,570567.20298688,5684124.3829584,"Bow Valley",0,"0"
1,4,1,3,4,3,2064.92711111203,1182.7900583581,1061.42602539062,3,580121.094351804,5671213.77835336,"Bow Valley",0,"0"
1,1,1,1,4,1,2642.01288888797,863.302693969032,702.475891113281,10,574941.380741197,5686076.93272586,"Bow Valley",0,"0"
5,4,5,4,3,5,1477.93333333346,30.8216010761394,130.601913452148,2,595406.936005534,5667804.0981074,"Bow Valley",0,"0"
4,4,5,3,1,5,1494,422.464753115034,178.678619384766,2,567602.635422764,5686634.1387936,"Bow Valley",0,"0"
4,5,4,3,1,4,1537.05288888885,634.511683175623,533.581115722656,2,564347.048366802,5690290.39323787,"Bow Valley",0,"0"
3,3,3,5,6,3,2471.74666666615,2480.49324516078,2371.73657226562,10,588666.39698145,5679080.95123523,"Bow Valley",0,"0"
1,1,1,1,4,1,2724.10177777719,2896.36118739273,2874.4833984375,10,571364.779246174,5687122.97204506,"Bow Valley",0,"0"
4,4,4,3,1,4,1555.38622222156,546.602955480605,747.437683105469,2,571300.418052029,5678187.91687011,"Bow Valley",0,"0"
5,4,5,5,5,5,1791.11955555513,,,3,593245.782188857,5664092.55205511,"Bow Valley",0,"0"
4,6,4,3,1,4,2117.95288888916,681.253695000508,517.598571777344,2,571710.338804749,5675575.59562443,"Bow Valley",0,"0"
6,5,5,4,1,6,1484.88044444461,17.4134404668584,0,2,597339.414423052,5669081.81949544,"Bow Valley",0,"0"
3,3,3,1,1,3,2021.72577777807,337.67634163034,914.2841796875,2,565117.274482649,5682405.47642829,"Bow Valley",0,"0"
4,6,3,5,3,4,2028.78088888835,2211.72075258389,2028.88854980469,8,590267.184043222,5673857.59774061,"Bow Valley",0,"0"
6,4,6,6,1,6,1423.44666666642,56.4313004549159,2.68735313415527,2,594348.828297653,5670066.09273212,"Bow Valley",0,"0"
6,3,4,1,1,5,1435.58622222212,67.5113664661284,3.17509365081787,2,583597.349862223,5675879.47329224,"Bow Valley",0,"0"
3,3,3,5,6,3,2247.55955555484,2758.26516202698,2487.12329101562,3,584316.646667758,5670080.34032758,"Bow Valley",0,"0"
5,4,5,5,5,5,1729.53999999956,1207.19853796062,1008.77215576172,3,569854.746579218,5686050.00871756,"Bow Valley",0,"0"
4,5,4,1,4,4,1744.08711111172,1670.92760931143,1706.31237792969,3,576122.036173775,5677135.41669574,"Bow Valley",0,"0"
5,4,3,3,3,5,1766.44622222274,1280.39707010717,1237.16918945312,3,584441.080217197,5672456.15115088,"Bow Valley",0,"0"
4,5,5,3,1,5,1797.13244444429,159.684033358004,183.42919921875,3,591345.878460734,5679267.161778,"Bow Valley",0,"0"
3,3,3,5,6,3,1911.97288888879,151.3415898572,69.7874908447266,2,594103.60335429,5673052.0145425,"Bow Valley",0,"0"
6,4,6,6,1,6,1402.48044444443,45.874019920188,0,2,594545.407343354,5669975.11488693,"Bow Valley",0,"0"
3,4,3,3,1,3,1749.48577777782,132.859813728288,56.5708045959473,2,591118.393570643,5678696.27927836,"Bow Valley",0,"0"
3,3,3,3,1,3,2301.91999999995,1607.90070662824,1488.2451171875,10,579012.49091731,5684438.60044469,"Bow Valley",0,"0"
4,6,3,5,3,4,1734.51422222218,1989.92075716663,2489.63720703125,3,586902.931019524,5677535.45579076,"Bow Valley",0,"0"
5,5,5,3,1,5,1401,231.275406923626,176.791030883789,5,595180.906021869,5668668.94200242,"Bow Valley",0,"0"
4,3,3,5,6,4,2296.97288888803,1928.75727642486,2053.70532226562,10,584892.270867342,5682117.63515554,"Bow Valley",0,"0"
3,4,3,3,1,3,1923.24044444511,50.4233282040352,13.4681243896484,2,593509.486021207,5674324.8498,"Bow Valley",0,"0"
1,1,1,1,4,1,2541.8062222218,3351.73798446001,3495.07153320312,10,570236.911045138,5688758.38590661,"Bow Valley",0,"0"
1,4,1,3,4,3,2053.22622222297,,,10,589296.957393741,5663459.74171585,"Bow Valley",0,"0"
3,3,3,1,1,3,2115.9528888889,1606.70205443229,1565.14733886719,3,574018.729719718,5675068.9164678,"Bow Valley",0,"0"
4,5,4,1,4,4,1656.72666666635,340.452753286516,355.014495849609,2,576026.290808044,5681611.93118818,"Bow Valley",0,"0"
3,3,3,5,6,3,2274.75422222082,1357.08187726162,1366.29016113281,10,588705.662038183,5665562.66073815,"Bow Valley",0,"0"
4,5,4,3,1,4,1599.61288888897,1085.07969598279,889.978332519531,2,564730.105718893,5686805.19258863,"Bow Valley",0,"0"
4,4,4,4,3,4,2105.94666666629,1094.62050439535,961.488220214844,3,580583.418311031,5681296.19802996,"Bow Valley",0,"0"
3,4,3,3,1,3,1820.59288888908,334.307804654858,359.263854980469,3,586566.124416054,5667899.03480026,"Bow Valley",0,"0"
6,3,4,1,1,5,1504.91333333289,296.828598993116,51.7762031555176,3,581339.568254183,5677846.38116341,"Bow Valley",0,"0"
6,3,6,1,3,6,1511.86000000011,142.175626960092,26.1664905548096,3,591954.774710302,5665851.29619357,"Bow Valley",0,"0"
4,5,4,3,1,4,1525.06666666654,248.933467671454,189.223434448242,2,570311.150187444,5683936.42127405,"Bow Valley",0,"0"
4,4,4,3,1,4,1516.60711111097,465.555471706215,303.550811767578,1,573626.171636848,5679168.11065933,"Bow Valley",0,"0"
1,1,1,1,4,1,2219.07333333427,1652.92571646208,1318.16381835938,10,575511.939478936,5686876.79453898,"Bow Valley",0,"0"
1,1,1,5,5,3,2257.38622222156,2022.65837859723,2054.93774414062,10,587387.897721926,5679664.473295,"Bow Valley",0,"0"
5,4,5,4,3,5,1462.62000000012,58.4702064235302,0,2,595356.690527896,5668079.20454176,"Bow Valley",0,"0"
4,4,4,4,3,4,1545.31999999988,143.737713951764,15.8366031646729,2,591121.472080455,5665429.47407534,"Bow Valley",0,"0"
4,6,4,3,1,4,2233.68711111153,1062.92707700872,904.721984863281,2,577480.830336855,5686703.70691765,"Bow Valley",0,"0"
4,4,4,1,1,4,1445,382.852191844835,241.041305541992,2,572673.436181162,5681983.4825113,"Bow Valley",0,"0"
3,5,4,1,3,4,1451.89955555545,8.52360412042671,25.2916774749756,2,572567.437948235,5682410.85539168,"Bow Valley",0,"0"
4,5,4,3,1,4,1465.31333333333,158.657543089597,118.781089782715,2,569297.929084639,5682869.42445801,"Bow Valley",0,"0"
5,4,3,3,3,5,1623.68711111153,1242.50046022485,1056.89379882812,3,582950.134749774,5673426.84247847,"Bow Valley",0,"0"
4,5,4,3,1,4,1617.37999999988,867.825649015441,699.890930175781,2,576912.889731565,5680470.37898105,"Bow Valley",0,"0"
4,4,4,1,1,4,1450,474.89833825227,493.871826171875,2,571754.146733279,5682272.95575831,"Bow Valley",0,"0"
4,4,4,4,3,4,1950.70711111158,176.01049314309,44.274169921875,3,588555.93749865,5682393.59338566,"Bow Valley",0,"0"
4,4,4,4,3,4,1827.13333333334,684.460663172649,770.7236328125,3,590358.609511824,5666142.00987528,"Bow Valley",0,"0"
4,4,4,4,3,4,1569.2471111114,4.06295541271485,81.6529922485352,3,592203.446606941,5666530.10101674,"Bow Valley",0,"0"
1,4,1,3,4,3,2214.52622222331,462.349426581593,307.859313964844,10,593217.593533072,5673863.14032119,"Bow Valley",0,"0"
3,3,3,5,6,3,2121.89333333216,769.294534852978,590.62353515625,3,585982.934755491,5668968.80000241,"Bow Valley",0,"0"
4,4,4,1,1,5,1432,204.551865910529,64.9531784057617,2,577961.170465662,5678265.68427669,"Bow Valley",0,"0"
1,1,1,1,4,1,2495.80488888932,3052.72357807109,2965.80908203125,10,588763.494789254,5676484.57944471,"Bow Valley",0,"0"
4,4,4,3,3,4,1544.59333333352,,,2,592275.132564779,5663420.19206606,"Bow Valley",0,"0"
1,1,1,5,5,3,2538.14666666592,2323.80495437247,2139.02416992188,10,573318.802041435,5686979.51931908,"Bow Valley",0,"0"
4,4,4,4,3,4,1498.64622222211,93.4868145300254,19.4738960266113,2,580368.696599246,5679102.5334108,"Bow Valley",0,"0"
3,3,3,5,6,3,2217.0720000002,348.858817838258,252.799758911133,10,596635.749404459,5673120.24036129,"Bow Valley",0,"0"
4,5,3,1,1,4,1790.52044444411,700.605556192474,778.075500488281,3,573941.851960831,5682989.40255655,"Bow Valley",0,"0"
4,5,4,3,1,4,1517.75333333321,350.315966641996,459.597686767578,2,565822.433313535,5688638.04761221,"Bow Valley",0,"0"
4,6,4,3,1,4,2064.34000000019,1294.69151424629,1306.44018554688,2,573893.549146156,5675540.45473752,"Bow Valley",0,"0"
7,7,7,7,7,7,1402,384.489155597153,299.241821289062,2,588462.78906464,5670520.76176831,"Bow Valley",0,"0"
4,4,4,4,3,4,2016.52755555552,934.202719056394,920.681030273438,2,589724.562803442,5680497.27783173,"Bow Valley",0,"0"
3,3,3,5,6,3,2339.66044444509,1759.25075992681,1616.48828125,10,590757.522875195,5674122.35975257,"Bow Valley",0,"0"
3,3,3,5,6,3,2098.94711111074,969.746473079593,885.437927246094,2,589646.151985574,5680804.29420872,"Bow Valley",0,"0"
1,1,1,1,4,1,2552.10444444429,2438.79842901607,2306.29321289062,10,589056.465945197,5677693.76643754,"Bow Valley",0,"0"
1,4,1,3,4,3,2053.90666666779,1784.02087994479,1740.52685546875,2,584394.432999256,5671736.47277408,"Bow Valley",0,"0"
4,4,4,4,3,4,2112.21377777758,1935.92198210992,1796.908203125,3,588593.440098596,5666407.30640477,"Bow Valley",0,"0"
4,5,4,1,4,4,1780.50666666642,102.289656672962,0,3,568214.973111321,5678388.66256068,"Bow Valley",0,"0"
4,4,4,1,1,5,1591.10577777837,517.151674703135,311.559387207031,1,581561.794892143,5679166.36082196,"Bow Valley",0,"0"
4,5,4,3,1,4,1638.21422222193,382.636129290504,303.561645507812,3,576147.627600713,5681385.83441798,"Bow Valley",0,"0"
3,4,3,3,4,3,2230.85999999944,1017.94780786204,1003.84143066406,1,577712.691446698,5683598.50492964,"Bow Valley",0,"0"
5,5,5,3,1,5,1402,254.312312298914,119.7001953125,2,587987.892436523,5670834.93446264,"Bow Valley",0,"0"
4,4,4,4,3,4,1692.57955555583,875.646548300165,806.211303710938,3,590715.691612937,5666961.92666088,"Bow Valley",0,"0"
1,1,1,1,4,1,2596.24666666654,1222.56245070265,1112.62121582031,10,591252.496512866,5673504.82579874,"Bow Valley",0,"0"
5,4,5,5,5,5,1642.5466666661,570.361590510259,517.402954101562,3,573306.692284208,5682752.6052375,"Bow Valley",0,"0"
4,4,4,4,3,4,1522.63955555583,340.640194952365,381.071838378906,2,598807.187504907,5668976.88101561,"Bow Valley",0,"0"
4,4,4,4,3,4,1615.38000000055,323.834035221718,249.101470947266,3,592937.058534663,5667193.70281068,"Bow Valley",0,"0"
4,4,4,4,3,4,1871.22088888848,2764.02123072103,3229.09790039062,3,587506.686512333,5678093.14685185,"Bow Valley",0,"0"
1,1,1,1,3,1,2248.25244444505,2323.67401569773,2354.93774414062,10,587469.633846688,5679356.19580845,"Bow Valley",0,"0"
3,4,3,3,1,3,1823.52088888923,279.563379458539,206.57080078125,3,590971.392240862,5678675.14853601,"Bow Valley",0,"0"
5,4,5,4,3,5,1462.24666666679,110.871618401917,0,2,595508.583999648,5668068.31613032,"Bow Valley",0,"0"
4,4,4,4,3,4,1460.12666666654,439.146543378131,233.973007202148,2,579958.415853642,5679295.75228281,"Bow Valley",0,"0"
4,4,3,1,1,4,1671.48666666704,975.411825813646,928.414672851562,2,571990.006495935,5677665.99612825,"Bow Valley",0,"0"
1,1,1,1,4,1,2277.35288889002,292.503471388177,1454.2841796875,16,564666.52436368,5681854.69253856,"Bow Valley",0,"0"
1,1,1,1,4,1,2591.62711111034,2420.92529097741,2289.99853515625,10,590261.580741835,5674804.81431961,"Bow Valley",0,"0"
4,6,5,1,1,5,1402,570.297642859886,354.456085205078,7,590261.170185305,5669182.87586906,"Bow Valley",0,"0"
4,4,4,4,3,4,1496.01288888916,58.4702064235302,310.601898193359,2,594009.738430097,5667618.55687141,"Bow Valley",0,"0"
4,5,4,3,1,4,1493.67955555551,8.52360412042671,0,2,567880.744414849,5684787.63757003,"Bow Valley",0,"0"
4,4,4,4,3,4,1618.28711111134,694.778316512692,1244.72436523438,2,596948.160289744,5666691.49892428,"Bow Valley",0,"0"
4,4,4,1,3,4,1433,102.650852059337,97.937873840332,2,576047.38740127,5679277.80763575,"Bow Valley",0,"0"
4,5,3,1,1,4,1695.28711111134,1247.52988945041,1217.93762207031,3,564997.856792695,5685088.74159927,"Bow Valley",0,"0"
1,1,1,1,4,1,2745.95288888839,2166.57744657985,2086.80834960938,10,581870.067598315,5671586.23619185,"Bow Valley",0,"0"
3,3,3,5,6,3,1571.26044444449,133.621810316686,54.8051986694336,2,580419.094449461,5673537.28794762,"Bow Valley",0,"0"
3,4,4,3,4,4,2011.0862222225,829.060753328401,516.44482421875,3,599054.234260101,5668154.86461617,"Bow Valley",0,"0"
5,4,3,3,3,5,1626.84000000032,,,3,591460.301054979,5664173.4342533,"Bow Valley",0,"0"
4,4,4,4,3,4,2045.28666666741,1579.55695150431,1492.34240722656,3,578667.992959346,5675897.61614288,"Bow Valley",0,"0"
3,3,3,1,1,3,2049.18666666679,756.558185165251,1870.18969726562,2,563218.662923963,5685698.35308995,"Bow Valley",0,"0"
4,4,4,4,3,4,2067.78044444535,1665.27014440496,1487.05920410156,3,589067.514442632,5666474.47982248,"Bow Valley",0,"0"
4,4,4,1,1,4,1433,172.374308493841,4.5330958366394,9,574391.388622211,5680788.92906606,"Bow Valley",0,"0"
3,4,4,3,4,4,1985.17422222292,1361.69286776316,1570.60192871094,3,595514.731161722,5666375.61154199,"Bow Valley",0,"0"
4,3,4,5,5,4,1786.39511111047,233.391231650664,263.691833496094,3,594863.60976731,5671794.72126508,"Bow Valley",0,"0"
3,5,4,1,3,4,1799.63377777782,78.2927170981351,7.50723791122437,2,590428.920227632,5681968.38476637,"Bow Valley",0,"0"
4,4,4,4,3,4,1450.50711111128,299.390572273478,243.164993286133,2,589101.564784753,5668698.88661447,"Bow Valley",0,"0"
3,4,3,3,1,3,1835.60711111055,175.837144193193,55.0863494873047,3,586091.772400175,5668208.20199718,"Bow Valley",0,"0"
4,4,4,3,1,4,1507.13333333334,540.749780884944,489.713348388672,2,572147.144954071,5678890.11545286,"Bow Valley",0,"0"
1,1,1,1,3,1,2354.32000000014,2854.84701223516,2637.53247070312,10,589766.80663219,5675474.28466708,"Bow Valley",0,"0"
4,4,4,4,3,4,1842.34622222161,360.504295775846,265.933685302734,3,572580.607383501,5684102.41022677,"Bow Valley",0,"0"
3,3,3,4,4,3,2175.93377777807,1588.5727906842,1440.57104492188,2,578608.662078933,5685090.91972913,"Bow Valley",0,"0"
4,6,3,5,3,4,2134.73377777658,1941.91608091135,1979.56799316406,8,588039.651546425,5665097.41171726,"Bow Valley",0,"0"
4,4,4,3,1,4,1620.71333333352,12.5865595331416,98.9436264038086,2,595472.429192646,5675222.94115368,"Bow Valley",0,"0"
1,1,1,1,4,1,2357.59288889052,1976.18083776729,1813.77746582031,10,578474.363043096,5674077.79186978,"Bow Valley",0,"0"
4,4,4,1,1,5,1973.39288888785,2161.03535200124,2385.41528320312,10,568572.527273794,5688661.36661873,"Bow Valley",0,"0"
1,1,1,1,4,1,2272.68044444338,883.578164524264,644.926391601562,10,577402.271052728,5672286.98022216,"Bow Valley",0,"0"
5,1,3,4,4,4,2344.03377777801,1642.042718505,1563.16259765625,16,580108.181291526,5670574.09971947,"Bow Valley",0,"0"
4,5,3,1,1,4,1704.33288888904,901.775319337846,895.933654785156,3,565121.379243962,5684741.61642474,"Bow Valley",0,"0"
4,3,4,5,5,4,1751.45333333245,1070.52284316368,887.593688964844,3,596464.18114271,5671756.65148928,"Bow Valley",0,"0"
4,4,4,1,1,5,1434.24666666679,170.787800509606,5.59371137619019,2,582257.941902332,5675336.2861778,"Bow Valley",0,"0"
4,5,4,3,1,4,1491.63377777782,155.680447491251,80.8985061645508,2,568196.797464386,5683978.84879906,"Bow Valley",0,"0"
3,3,3,5,6,3,1920.30666666637,697.623540661817,676.364135742188,3,590431.449344993,5679433.25730497,"Bow Valley",0,"0"
4,4,4,4,3,4,1520.99333333371,345.623540665889,273.013885498047,3,587663.739118887,5670294.20327379,"Bow Valley",0,"0"
4,4,4,1,1,4,1494,192.997990862751,156.06689453125,2,563512.40133473,5690707.61761173,"Bow Valley",0,"0"
3,3,3,4,4,3,2172.5413333339,1114.77381687066,953.015808105469,2,578873.404650764,5685555.87017963,"Bow Valley",0,"0"
4,5,4,3,1,4,1553.52622222212,999.872885669173,1070.75646972656,2,567358.55947839,5688037.6352592,"Bow Valley",0,"0"
4,3,4,5,5,4,2141.79466666791,1301.50396249898,1288.29821777344,10,593421.50581926,5665030.38785555,"Bow Valley",0,"0"
4,3,4,5,5,4,1880.01955555519,,,2,593752.998127623,5663055.76221021,"Bow Valley",0,"0"
4,4,4,3,1,4,1526.70044444436,350.854802155485,530.680419921875,3,570017.076882098,5677882.03577895,"Bow Valley",0,"0"
4,4,4,1,1,4,1439.63377777782,528.501828385942,348.444152832031,1,573528.033735024,5680924.73539993,"Bow Valley",0,"0"
4,3,4,5,5,4,1726.67333333239,540.113532859116,424.939422607422,12,589717.624197091,5671426.98405846,"Bow Valley",0,"0"
4,4,4,4,3,4,2071.53288888934,232.608315030201,16.8163967132568,3,588055.088655465,5681711.15608688,"Bow Valley",0,"0"
3,3,3,5,6,3,2382.02622222097,,,10,595177.806643411,5663030.90568098,"Bow Valley",0,"0"
5,4,3,3,3,5,1807.62000000038,716.10139090788,715.933654785156,3,564837.678442229,5684554.45738971,"Bow Valley",0,"0"
4,4,4,4,3,4,2070.846222222,366.383891158904,205.751495361328,3,587140.700901242,5682001.9051318,"Bow Valley",0,"0"
4,4,4,1,3,4,1450.36666666704,193.592171955789,227.838684082031,3,580219.633162342,5676501.48103393,"Bow Valley",0,"0"
3,3,3,3,1,3,2262.4804444451,1763.34070273581,1609.81726074219,10,578599.238871504,5684803.53694513,"Bow Valley",0,"0"
4,4,4,1,1,5,1583.0266666666,279.684033358004,131.559387207031,3,581402.109620243,5678284.99370695,"Bow Valley",0,"0"
4,4,4,4,3,4,1488.43333333359,493.147447530267,383.642486572266,2,589540.793095255,5668138.41899995,"Bow Valley",0,"0"
4,4,4,4,3,4,1997.58044444411,1920.44010011416,1914.88146972656,3,578859.481619675,5682103.80477039,"Bow Valley",0,"0"
4,5,4,1,4,4,2002.58044444411,644.521214593668,629.419494628906,3,577661.00797253,5682838.22201472,"Bow Valley",0,"0"
5,4,3,3,3,5,1799.92711111178,1688.63263776052,1517.56762695312,3,582997.80523049,5672896.61922943,"Bow Valley",0,"0"
4,5,4,3,1,4,1572.53333333327,20.3159666419961,1182.23547363281,2,566397.070709302,5689389.80496521,"Bow Valley",0,"0"
5,4,3,3,3,5,1730.96666666753,432.922338606556,221.554824829102,3,581408.482597147,5673655.64187575,"Bow Valley",0,"0"
4,3,4,5,5,4,1866.3337777769,790.489178092802,663.278747558594,8,580217.952467303,5674353.64650466,"Bow Valley",0,"0"
3,3,3,1,1,3,2220.30044444418,199.361999431479,595.653503417969,1,562951.158376335,5684220.45850048,"Bow Valley",0,"0"
4,4,4,4,3,4,1977.70666666604,323.99659145257,2515.44604492188,3,567129.529906496,5690811.62617176,"Bow Valley",0,"0"
4,5,5,4,1,5,1541.35333333302,1008.53748538148,951.669006347656,2,564260.204256395,5691062.48462054,"Bow Valley",0,"0"
4,5,4,3,1,4,1573.47333333327,637.220568741174,538.083435058594,2,566097.60844314,5685893.19130039,"Bow Valley",0,"0"
4,5,4,3,1,4,1507.78000000006,214.67796504311,35.1161613464355,2,565285.358755393,5687487.53839349,"Bow Valley",0,"0"
4,3,4,5,5,4,1979.88711110997,1398.09505066573,1153.47473144531,10,588124.933479624,5674612.15682605,"Bow Valley",0,"0"
4,4,3,1,1,4,1671.02666666685,1115.59376483537,1289.05603027344,2,569923.364129486,5680205.67611445,"Bow Valley",0,"0"
4,4,4,4,3,4,1729.84666666686,50.3159666419961,1766.03393554688,3,584212.946616329,5678699.76463534,"Bow Valley",0,"0"
4,6,3,5,3,4,1800.54488888835,441.809105013088,317.087127685547,3,589926.569348789,5665537.50868881,"Bow Valley",0,"0"
3,3,3,5,6,3,2265.67377777793,2599.76445775315,2566.8662109375,1,588621.728492177,5678336.69977649,"Bow Valley",0,"0"
5,4,5,4,3,5,1456.64000000043,83.87053050893,146.044906616211,3,593321.03015717,5667795.97382737,"Bow Valley",0,"0"
3,1,3,5,4,3,2229.05955555565,2679.17241090821,2623.76123046875,2,574976.107015968,5674538.8366671,"Bow Valley",0,"0"
3,3,3,5,6,3,2188.49911111091,2046.98866036421,1848.1357421875,2,578875.415722338,5675217.33932798,"Bow Valley",0,"0"
3,4,3,3,1,3,1911.21333333297,530.315966641996,389.745452880859,3,590064.628166596,5681093.49274589,"Bow Valley",0,"0"
3,3,3,1,3,3,1771.3866666671,1035.92606292893,1163.41394042969,2,574622.557492498,5677287.861262,"Bow Valley",0,"0"
4,4,4,3,1,4,1530.55333333358,261.826255442251,784.371643066406,3,570766.352048293,5677802.15069208,"Bow Valley",0,"0"
4,4,4,1,1,4,1466.58622222212,8.52360412042671,0,2,569239.698789355,5684102.92601504,"Bow Valley",0,"0"
4,4,4,4,3,4,2158.19333333308,1764.37014756415,1538.53649902344,3,580328.172179147,5681952.14733839,"Bow Valley",0,"0"
5,4,3,3,3,5,1939.11288888935,803.737154593559,671.218322753906,3,581073.070417733,5683077.04570543,"Bow Valley",0,"0"
1,4,3,3,5,3,2202.20044444424,338.034067595022,303.499816894531,2,576500.568918504,5684020.06557251,"Bow Valley",0,"0"
4,4,4,1,1,4,1442,257.022603275492,54.1358795166016,10,573191.934769166,5681717.8070282,"Bow Valley",0,"0"
4,3,3,3,1,4,2032.45377777757,609.684033358004,804.693603515625,2,567545.478272262,5679868.52023579,"Bow Valley",0,"0"
4,4,4,4,3,4,2072.76000000043,262.397150053587,74.9377288818359,3,588001.695979757,5681631.58498567,"Bow Valley",0,"0"
4,5,4,1,4,4,1548.80666666692,120.996046417577,709.721801757812,2,569570.905185032,5681598.45610278,"Bow Valley",0,"0"
4,5,4,3,1,4,1579.63955555583,173.081659464368,64.0663146972656,2,566772.168761522,5683773.490576,"Bow Valley",0,"0"
6,3,6,1,3,6,1622.45333333271,192.997990862751,189.633102416992,2,590060.870490716,5670758.61500196,"Bow Valley",0,"0"
4,5,4,3,3,4,1940.70000000069,592.672145833907,1424.60791015625,3,583182.859470259,5679859.29836361,"Bow Valley",0,"0"
4,4,4,4,3,4,2136.77955555571,2985.4422103331,2942.20776367188,3,576716.361529157,5675233.35130661,"Bow Valley",0,"0"
5,4,5,5,5,5,1799.43955555501,1401.7086117298,1214.89929199219,3,569749.727783162,5686398.14085266,"Bow Valley",0,"0"
4,6,3,5,3,4,2041.679555555,996.373954233568,722.949096679688,3,583149.64144455,5683146.02662349,"Bow Valley",0,"0"
3,3,3,1,3,3,1894.70000000043,1303.49879867764,1179.55163574219,2,574366.843284223,5676670.15105514,"Bow Valley",0,"0"
3,3,3,5,6,3,1564.40755555527,154.668746314209,39.2172012329102,3,580583.176346595,5673823.67233034,"Bow Valley",0,"0"
4,3,4,5,5,4,2136.57333333363,,,10,594748.845846607,5662596.50154444,"Bow Valley",0,"0"
4,4,4,4,3,4,1951.14044444331,3005.8450278542,3309.2880859375,3,587738.275831657,5678264.01495797,"Bow Valley",0,"0"
4,4,4,1,1,4,1494,352.174554964049,333.722900390625,2,563657.50737547,5690763.02170211,"Bow Valley",0,"0"
6,3,4,1,1,5,1509.51333333296,168.809222118395,58.7641754150391,3,582878.81477101,5677354.98970957,"Bow Valley",0,"0"
4,4,3,1,1,4,1702.48622222243,679.247117770369,657.323974609375,2,566366.734287068,5683112.79076013,"Bow Valley",0,"0"
4,3,4,5,5,4,1845.79911111039,733.425121094522,514.791320800781,12,589573.393686939,5671980.49914664,"Bow Valley",0,"0"
5,4,3,3,3,5,1652.88,254.560928163404,241.468688964844,3,581908.34416461,5681357.88571762,"Bow Valley",0,"0"
1,1,1,1,4,1,2418.23288888951,681.808273882211,577.537902832031,10,585980.91244561,5683585.05500186,"Bow Valley",0,"0"
1,1,1,1,4,1,2533.09955555652,2166.6139596065,2025.71179199219,10,593782.341148121,5678804.02021044,"Bow Valley",0,"0"
4,5,5,4,1,5,1433.14622222224,147.236797975177,48.7072677612305,2,577575.411917269,5678629.54720232,"Bow Valley",0,"0"
1,1,1,5,5,3,2471.70044444436,1559.65667875962,1422.14611816406,10,573493.757822764,5686034.35129036,"Bow Valley",0,"0"
4,4,4,4,3,4,1862.31955555569,299.981779644546,89.0246658325195,3,582718.474391412,5683751.52826376,"Bow Valley",0,"0"
3,3,3,5,6,3,2000.97288888931,1268.99406780261,1041.09118652344,10,595876.630415758,5672031.16019848,"Bow Valley",0,"0"
5,1,3,4,4,4,2223.26000000056,1723.79673162211,1460.96594238281,2,579517.184878449,5674955.93357091,"Bow Valley",0,"0"
1,1,1,1,4,1,2661.62844444375,1676.90489351811,1603.15209960938,10,591067.727303148,5674743.9512532,"Bow Valley",0,"0"
3,3,3,4,4,3,2055.69333333321,119.164475988068,53.9954223632812,2,576214.861222422,5683551.84098928,"Bow Valley",0,"0"
1,1,1,1,4,1,2579.61466666631,1494.72242951646,2720.41967773438,10,585707.702927488,5679404.66317974,"Bow Valley",0,"0"
4,4,3,1,1,4,1764.87333333346,938.424022035849,965.175659179688,2,569574.118414714,5679546.57888902,"Bow Valley",0,"0"
4,4,4,4,3,4,1574.38666666617,494.380146907538,394.415588378906,2,574203.621432234,5682007.12952903,"Bow Valley",0,"0"
1,1,1,1,4,1,2216.21377777851,1569.68153107815,1484.95886230469,3,590399.721670948,5677051.24182801,"Bow Valley",0,"0"
4,5,4,3,3,4,1649.15999999968,43.4081606092809,41.6237297058105,3,594645.427347121,5671544.15373962,"Bow Valley",0,"0"
4,6,3,1,1,5,2141.43333333359,365.871808372913,959.769958496094,2,563337.112843562,5684778.1800144,"Bow Valley",0,"0"
1,4,1,3,4,3,2123.49333333451,1882.71122769754,1732.61462402344,3,588409.644767767,5667180.80194623,"Bow Valley",0,"0"
5,4,3,3,3,5,1773.37333333359,1599.73164523741,1565.77563476562,3,564421.355271035,5685400.85351372,"Bow Valley",0,"0"
