"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","DistFromHighHumanAccess2","pack","used"
4,4,4,1,1,5,1739.93288888859,1459.47259063347,1170.01178177907,"Bow Valley",0
4,4,4,4,3,4,1992.28622222187,3199.72705035919,3109.20254002566,"Bow Valley",0
3,3,3,5,6,3,2269.91377777708,3941.49141693908,3784.91719484023,"Bow Valley",0
4,3,4,5,5,4,1862.89955555478,1927.81383730516,1854.8511423398,"Bow Valley",0
1,1,1,5,5,3,2350.57333333482,2525.77284043523,2297.72582838859,"Bow Valley",0
5,6,6,1,1,6,1402,437.49926225931,223.893501738533,"Bow Valley",0
1,1,1,1,4,1,2811.55955555661,3205.02084327493,3170.0319768476,"Bow Valley",0
4,4,4,4,3,4,1547.63333333321,143.737713951764,19.3326456785845,"Bow Valley",0
5,5,5,3,1,5,1406.05288888885,115.164087714772,159.948346995749,"Bow Valley",0
4,4,3,1,1,4,1630.15999999994,402.903155914985,392.394245942065,"Bow Valley",0
4,4,4,4,3,4,2201.28666666648,1689.06194312775,1592.56405932212,"Bow Valley",0
4,3,4,5,5,4,1989.24666666518,771.732713671603,669.209059321154,"Bow Valley",0
1,4,1,3,4,3,2008.6671111119,1231.36582474407,1044.19359188677,"Bow Valley",0
5,3,6,1,5,6,2067.32755555615,1012.44113579745,913.866699243485,"Bow Valley",0
1,1,1,1,4,1,2531.11333333252,1673.30510341811,1484.765423477,"Bow Valley",0
1,1,1,5,5,3,2545.1266666668,3172.64417976013,3619.44805412077,"Bow Valley",0
4,4,4,4,3,4,1800.78088888928,625.411138174705,578.313602538314,"Bow Valley",0
6,3,6,1,3,6,1527.16666666597,258.842804160972,168.838849068619,"Bow Valley",0
3,3,3,4,4,3,2076.83288888891,1015.0896687992,812.3487461422,"Bow Valley",0
5,4,3,3,3,5,1500.69333333414,219.385254354351,2.52548823332679,"Bow Valley",0
6,3,4,1,1,5,1418.64577777751,64.7275672957172,156.332377671093,"Bow Valley",0
4,6,3,1,1,5,2211.0804444445,235.116044736099,1375.23178377519,"Bow Valley",0
6,4,6,6,1,6,1434.29333333302,11.7923625215693,20.9519909233701,"Bow Valley",0
5,1,3,4,4,4,2264.56666666641,1847.01896495299,1663.14389978516,"Bow Valley",0
4,4,4,1,1,5,1944.32711111145,802.448023819903,2684.31842940156,"Bow Valley",0
5,1,3,4,4,4,2170.61377777844,1906.42507081979,1761.92458491902,"Bow Valley",0
1,1,1,1,4,1,2352.98666666903,1652.4620520322,1602.96614947145,"Bow Valley",0
1,1,1,1,1,1,1892.94755555551,940.765017327951,2786.86928913971,"Bow Valley",0
6,3,4,1,1,5,1473.44666666642,102.586559533142,0,"Bow Valley",0
4,4,4,1,1,4,1494.14622222224,234.676813572098,0,"Bow Valley",0
4,4,4,4,3,4,1591.32666666617,1609.96432420433,1533.51244493633,"Bow Valley",0
1,1,1,1,4,1,2453.59911111127,546.838146124498,470.648974047624,"Bow Valley",0
4,4,4,4,3,4,1637.786222222,30.8216010761394,241.160386838079,"Bow Valley",0
3,4,3,3,1,3,1715.66666666729,323.99659145257,334.638128753752,"Bow Valley",0
4,5,4,3,1,4,1534.48622222243,107.413440466858,507.839973550574,"Bow Valley",0
4,4,3,1,1,4,1742.04666666623,47.4134404668584,36.9237034073994,"Bow Valley",0
4,4,4,3,1,4,1526.67955555551,,,"Bow Valley",0
5,4,5,5,5,5,1944.41288888816,816.51813203666,714.794289050397,"Bow Valley",0
1,1,1,1,4,1,2725.51333333508,1609.60498897173,1501.76866564236,"Bow Valley",0
4,4,4,4,3,4,1925.60711111122,963.970112884593,926.558007354915,"Bow Valley",0
4,4,4,1,1,4,1436.63377777782,532.606620267965,295.519618401968,"Bow Valley",0
4,4,4,1,1,5,1676.94622222168,698.638250141698,437.678153105326,"Bow Valley",0
4,4,4,4,3,4,1809.7604444441,292.791892853877,2249.16080376043,"Bow Valley",0
1,1,1,1,4,1,2553.61377777632,1770.26183465416,1665.19682384046,"Bow Valley",0
1,4,1,3,4,3,2028.17911111129,955.936689147648,792.32228410561,"Bow Valley",0
4,4,4,4,3,4,1639.71377777771,259.350394102565,1433.79741668459,"Bow Valley",0
1,1,1,1,4,1,2262.4057777787,612.474332571651,414.369627358778,"Bow Valley",0
4,4,4,3,1,4,1491.37333333333,410.952463056599,221.358456490842,"Bow Valley",0
3,3,3,5,6,3,2175.90533333304,263.51201571437,72.7997658976819,"Bow Valley",0
4,4,4,4,3,4,1603.67955555644,707.69466183257,850.601905959658,"Bow Valley",0
1,1,1,1,4,1,2325.56088888774,963.970112884593,720.766651738408,"Bow Valley",0
1,4,3,3,5,3,2118.01288888823,816.800873661862,808.144049044609,"Bow Valley",0
5,4,3,3,3,5,1661.75288888953,890.533118072198,797.573637821413,"Bow Valley",0
4,3,4,5,5,4,1894.3604444435,,,"Bow Valley",0
4,6,3,5,3,4,1770.69999999908,1514.55743129589,2012.3040005497,"Bow Valley",0
4,5,4,3,1,4,1614.83333333352,710.98285673814,1581.06331356526,"Bow Valley",0
4,3,3,3,1,4,2080.9595555557,473.091789127324,398.419725619058,"Bow Valley",0
4,6,3,5,3,4,1660.74044444456,656.911517288891,776.061363867079,"Bow Valley",0
4,4,4,1,1,4,1494,147.236797975177,0,"Bow Valley",0
1,1,1,1,4,1,2562.58577777658,3544.51643706691,3605.90868092605,"Bow Valley",0
4,4,4,1,1,5,1404.31333333333,43.51552217132,122.686998718984,"Bow Valley",0
4,4,4,3,1,4,1512.72577777781,360.762500198236,329.790081206964,"Bow Valley",0
4,4,4,1,3,4,1464.21999999994,85.5284741384265,0,"Bow Valley",0
5,5,5,3,1,5,1402,534.406739889427,268.006675100183,"Bow Valley",0
4,3,3,5,6,4,2194.59333333285,1048.35987552084,970.028184274798,"Bow Valley",0
5,5,5,3,1,5,1402,587.866569635181,573.007956572056,"Bow Valley",0
3,3,3,1,3,3,1845.2204444448,1385.00201665585,1688.58010784052,"Bow Valley",0
5,4,5,5,5,5,1846.00666666629,1589.43320083113,1400.29947622186,"Bow Valley",0
1,1,1,1,4,1,2201.28000000019,2445.20700958533,3016.8568288743,"Bow Valley",0
7,7,7,7,7,7,1402,369.071333160869,297.539129784661,"Bow Valley",0
1,4,1,3,4,3,2025.56000000029,2174.73282224985,2164.92285640451,"Bow Valley",0
4,4,4,4,3,4,1541.3266666671,492.586559533141,730.601905959658,"Bow Valley",0
4,4,4,3,1,4,1497.9262222223,27.9095144816908,13.1000933011558,"Bow Valley",0
1,1,3,5,4,3,2350.90666666593,1479.42286319261,1287.01900332473,"Bow Valley",0
4,3,4,5,5,4,2133.05999999881,703.947805994407,670.952300943575,"Bow Valley",0
3,3,3,1,1,3,1964.05333333371,352.342970132926,254.284169304185,"Bow Valley",0
3,5,4,1,3,4,1678.59999999981,77.4134404668584,1.19407904458814,"Bow Valley",0
1,4,1,3,4,3,2064.67288888948,937.397053662729,869.721380215673,"Bow Valley",0
5,5,4,4,3,5,1402,392.433444264087,299.615947027691,"Bow Valley",0
4,5,4,1,4,4,1797.12000000025,1405.38884491365,1273.05260034253,"Bow Valley",0
4,4,4,1,1,4,1496.21999999994,126.106098409606,0.0188064110526214,"Bow Valley",0
5,4,3,3,3,5,2027.71955555546,,,"Bow Valley",0
3,3,3,5,6,3,2237.24177777707,1252.12947641959,1177.04368405084,"Bow Valley",0
4,5,4,1,4,4,1663.70622222237,1635.54185872955,1445.54687543418,"Bow Valley",0
4,5,5,4,1,5,1473.86666666692,47.4134404668584,68.5376749476261,"Bow Valley",0
4,5,3,1,1,4,1718.84000000032,1480.33059900267,1218.51581475275,"Bow Valley",0
3,5,4,1,3,4,1811.43999999987,84.1720542984952,87.3245920641189,"Bow Valley",0
4,3,4,5,5,4,2185.33999999968,,,"Bow Valley",0
4,3,3,3,1,4,1963.26711111103,1051.88638394895,960.198605059005,"Bow Valley",0
4,4,3,1,1,4,1872.88666666629,221.602999385211,53.9730067905039,"Bow Valley",0
1,1,1,1,3,1,2126.90711111121,1156.99121117686,1002.24909018448,"Bow Valley",0
4,4,4,1,1,5,1407.23955555564,8.52360412042671,90.141938706328,"Bow Valley",0
4,5,4,3,1,4,1556.9066666666,432.966345620464,674.218722910379,"Bow Valley",0
4,4,4,4,3,4,1649.54622222243,852.279516485633,1000.60190595966,"Bow Valley",0
4,5,4,3,1,4,1671.71999999981,734.383441042784,1840.93305205917,"Bow Valley",0
4,3,3,3,1,4,1996.91999999969,865.373679852967,743.026566848621,"Bow Valley",0
4,3,4,5,5,4,1790.46666666605,663.236100104616,588.067739293584,"Bow Valley",0
4,6,3,5,3,4,2040.67333333332,1115.27730258941,1001.94226015432,"Bow Valley",0
4,4,3,1,1,4,1798.32711111103,710.489141637148,668.416534629877,"Bow Valley",0
3,3,3,1,1,3,1990.87333333346,528.501828385942,794.284169304185,"Bow Valley",0
4,4,4,1,3,4,1492.53333333327,45.874019920188,44.8031286812662,"Bow Valley",0
5,4,3,3,3,5,1754.17377777857,1663.08933187992,1472.58844476743,"Bow Valley",0
1,1,1,1,4,1,2607.86888889072,1219.82793037145,1098.47630471376,"Bow Valley",0
3,1,3,6,5,3,2649.89333333233,2402.91043170561,4301.77150416801,"Bow Valley",0
5,4,3,3,3,5,1833.1600000002,569.821320872632,475.582427814,"Bow Valley",0
4,3,3,5,6,4,2384.81288888995,1872.42773475893,1638.78676059432,"Bow Valley",0
3,4,3,3,1,3,1843.76711111277,402.586559533142,345.245824096421,"Bow Valley",0
1,1,1,1,4,1,2409.85955555534,1681.37188759327,1524.69322472176,"Bow Valley",0
5,6,6,1,1,6,1402.32044444449,93.4868145300254,174.2065534842,"Bow Valley",0
4,3,4,5,5,4,1929.72622222081,,,"Bow Valley",0
4,6,4,3,1,4,2269.72755555608,2838.43362703466,2762.71140259997,"Bow Valley",0
1,4,1,3,4,3,1821.06755555669,598.522277090005,378.42508930966,"Bow Valley",0
4,5,4,3,1,4,1638.66711111096,436.852532431052,348.266385685392,"Bow Valley",0
4,4,4,1,3,4,1488.59999999981,1162.37569867217,1117.21223500411,"Bow Valley",0
1,1,1,1,4,1,2502.97999999732,501.101961386575,546.134790388371,"Bow Valley",0
3,3,3,1,3,3,1904.00666666722,594.836429980991,625.298901143507,"Bow Valley",0
4,4,4,4,3,4,1672.7391111109,700.805126091566,676.048053710416,"Bow Valley",0
4,6,3,5,3,4,1953.17955555513,348.372181977661,2015.18641749098,"Bow Valley",0
1,1,1,1,4,1,2540.09866666612,2807.20855908158,2475.95441154958,"Bow Valley",0
7,7,7,7,7,7,1981,1100.55334927499,1062.27843611654,"Bow Valley",0
1,4,1,3,4,3,1918.34000000044,697.558964493872,451.330120328924,"Bow Valley",0
4,4,4,4,3,4,1735.04622222256,1098.0854502219,1965.03658051225,"Bow Valley",0
3,4,3,3,1,3,1924.09288888972,592.402134874092,579.734764155135,"Bow Valley",0
1,1,1,1,4,1,2352.54088888768,4190.72210314393,4051.64921339734,"Bow Valley",0
4,4,4,4,3,4,1477.35955555589,320.62374658565,346.852562904594,"Bow Valley",0
4,5,4,1,4,4,1655.12000000025,1390.09554615767,1663.79666810655,"Bow Valley",0
4,5,5,4,1,5,1488.71333333352,72.5865595331416,164.65256510306,"Bow Valley",0
1,1,1,1,4,1,2366.97377777987,1455.11940193198,1380.24469286283,"Bow Valley",0
4,4,4,1,1,4,1433,235.924426142286,5.03625551448576,"Bow Valley",0
4,4,4,1,1,5,1463.90711111147,257.022603275492,257.747122586876,"Bow Valley",0
1,4,1,3,4,3,1928.95288888942,761.846454120385,612.980807616839,"Bow Valley",0
4,4,4,1,1,4,1463,37.3040091805528,0,"Bow Valley",0
4,4,3,1,1,4,1756.69333333321,374.94912393451,433.755153802224,"Bow Valley",0
6,4,6,6,1,6,1507.02577777713,298.76045818824,351.76432002874,"Bow Valley",0
4,4,4,4,3,4,1667.34711111134,1006.91991660565,1210.60190595966,"Bow Valley",0
3,3,3,5,6,3,2293.81866666702,1696.46257188866,1604.18274618623,"Bow Valley",0
4,5,4,3,1,4,1520.89955555545,138.465976719274,567.133860353282,"Bow Valley",0
3,1,3,6,5,3,2397.81377777621,2461.03936716636,2267.71620390287,"Bow Valley",0
4,3,3,5,6,4,2383.52133333452,2529.02421950604,2342.36564440747,"Bow Valley",0
4,4,4,4,3,4,1750.53955555588,112.67984818431,1687.33838061811,"Bow Valley",0
4,4,4,4,3,4,2038.93333333253,2917.70698683557,3201.48057789384,"Bow Valley",0
4,3,3,5,6,4,2172.85288888947,800.994752429583,736.911351143557,"Bow Valley",0
5,4,5,5,5,5,1755.16666666623,1178.61949446073,1231.47870751088,"Bow Valley",0
4,6,3,5,3,4,1967.82755555526,252.932088284033,96.7373902008206,"Bow Valley",0
1,1,3,5,4,3,2394.20044444449,1023.8149183224,860.528239346398,"Bow Valley",0
5,1,3,4,4,4,2246.88,1426.82478251283,1259.61312058236,"Bow Valley",0
1,1,1,1,4,1,2926.04577777795,3016.64690240131,2980.1742366981,"Bow Valley",0
4,4,4,4,3,4,1999.16088888941,1335.4792676963,1188.1698920999,"Bow Valley",0
3,3,3,5,6,3,2261.78622222216,973.551554603158,900.248730722044,"Bow Valley",0
4,4,4,4,3,4,1654.92666666784,773.662171456504,1000.60190595966,"Bow Valley",0
5,4,3,3,3,5,1927.40000000044,1137.80526556996,984.857074159142,"Bow Valley",0
1,1,1,1,4,1,2263.38044444567,,,"Bow Valley",0
1,1,1,1,4,1,2591.21288888811,3004.7934608605,2664.2353286879,"Bow Valley",0
5,5,5,3,1,5,1402,550.642418831041,487.898840406576,"Bow Valley",0
3,1,3,6,5,3,2462.3799999992,2614.78086615294,2471.52165687215,"Bow Valley",0
4,4,4,1,3,4,1448.65288888866,854.868023811889,743.973006790504,"Bow Valley",0
1,1,1,1,4,1,2197.40666666673,2385.43679965671,2694.17263625852,"Bow Valley",0
3,3,3,5,6,3,2088.36711111046,1125.91357774318,2831.67142318618,"Bow Valley",0
3,5,4,1,3,4,1563.40666666648,,,"Bow Valley",0
3,3,3,5,6,3,2187.22044444361,43.51552217132,60.1136288311494,"Bow Valley",0
4,5,4,1,4,4,1533,267.604783949389,279.3440832776,"Bow Valley",0
6,3,6,1,3,6,1502.9795555555,290.315966641996,270.336695364546,"Bow Valley",0
4,3,3,3,1,4,2117.66666666729,661.903643563001,512.070977782381,"Bow Valley",0
4,5,4,1,4,4,1698.81333333346,1486.00019307567,1758.50688087439,"Bow Valley",0
4,3,3,5,6,4,2265.18044444351,2404.07686466806,2223.44495770697,"Bow Valley",0
3,5,4,1,1,4,1661.15333333339,17.4134404668584,79.148502869978,"Bow Valley",0
5,5,5,3,1,5,1404.40666666673,37.3040091805528,14.5621743847142,"Bow Valley",0
3,3,3,5,6,3,2240.41911111144,1716.28628589577,1481.56017598448,"Bow Valley",0
6,3,6,1,3,6,1453.8871111109,428.067036318212,226.036770276358,"Bow Valley",0
1,1,1,1,4,1,2424.61288888778,3058.99305158195,2944.36939227219,"Bow Valley",0
4,4,3,1,1,4,1822.07333333309,527.052995999752,401.016597686237,"Bow Valley",0
1,1,1,1,3,1,2439.16044444573,2388.37496960897,2223.7844247649,"Bow Valley",0
4,3,3,3,1,4,2082.21333333365,586.111262692876,2745.0250336422,"Bow Valley",0
4,3,3,3,1,4,2015.41333333328,502.466691237523,353.862833416095,"Bow Valley",0
4,5,4,3,3,4,1935.33377777851,564.394436144721,1448.08366021497,"Bow Valley",0
5,1,4,6,5,5,1988.56666666548,768.455893658055,1638.2449240547,"Bow Valley",0
3,4,3,3,1,3,1986.75288888928,2507.73354190594,2469.97614463231,"Bow Valley",0
4,5,4,1,4,4,1574.19333333334,871.930440897464,751.402004860515,"Bow Valley",0
3,3,3,5,6,3,2185.0466666653,937.795252319616,925.782401865755,"Bow Valley",0
4,4,4,4,3,4,1550.65333333352,374.94912393451,157.91535868647,"Bow Valley",0
1,1,1,1,4,1,2632.90000000057,2847.68914397924,2595.81799900987,"Bow Valley",0
4,5,4,3,1,4,1542.60711111097,39.6840333580039,414.325991332105,"Bow Valley",0
3,3,3,5,6,3,2114.59288888799,,,"Bow Valley",0
1,4,1,3,4,3,2158.90000000099,1119.13051110515,1031.58987557773,"Bow Valley",0
5,4,5,5,5,5,1940.6066666661,441.809105013088,415.933683683164,"Bow Valley",0
1,1,1,1,4,1,2580.41999999863,1132.57590216263,2784.40510282073,"Bow Valley",0
1,4,1,3,4,3,1837.82666666748,1313.43699267455,1165.69587677049,"Bow Valley",0
3,3,3,4,4,3,2207.64622222279,231.876855003737,160.740087300073,"Bow Valley",0
4,6,3,5,3,4,1921.5457777785,2222.51657176838,2354.17135343486,"Bow Valley",0
1,4,1,3,4,3,2086.79911111141,1681.2891593048,1901.15600883164,"Bow Valley",0
4,5,4,3,3,4,1647.78666666635,995.087422279722,818.188268218935,"Bow Valley",0
4,6,3,5,3,4,1856.11288888952,,,"Bow Valley",0
4,6,3,5,3,4,1868.54755555625,,,"Bow Valley",0
4,3,4,5,5,4,1940.37955555459,909.0904072556,763.568623033853,"Bow Valley",0
4,5,5,4,1,5,1483.54622222243,525.185228920801,304.35928542946,"Bow Valley",0
4,3,3,5,6,4,2299.96666666728,399.889661964616,280.740087300073,"Bow Valley",0
1,1,1,1,4,1,2384.56044444236,302.377655832868,249.219197580756,"Bow Valley",0
4,5,4,1,4,4,1534.49333333358,446.387990758116,862.693819652202,"Bow Valley",0
1,1,1,1,4,1,2308.02755555463,2163.15327684726,1898.21159969502,"Bow Valley",0
1,1,1,1,4,1,2522.37288888821,2670.23162265314,4049.27109017722,"Bow Valley",0
1,1,1,1,1,1,2666.09288888921,1945.01005051293,1691.84877939171,"Bow Valley",0
4,5,4,3,1,4,1458.14622222224,192.665658802464,132.892672637651,"Bow Valley",0
1,1,1,1,4,1,2626.59288889078,1623.50158311642,1511.44708805923,"Bow Valley",0
5,4,4,1,4,5,2206.53955555563,3450.38329148507,3346.12667764937,"Bow Valley",0
1,1,1,1,4,1,2235.45333333348,2546.17457097464,2718.38573561513,"Bow Valley",0
5,4,5,5,5,5,1645.03955555482,1324.70286270338,1237.14048348173,"Bow Valley",0
1,1,1,1,4,1,2484.80711110966,1092.6706292463,2827.41373220377,"Bow Valley",0
1,1,1,1,4,1,2618.17422222318,2988.89887136597,2719.94323761335,"Bow Valley",0
4,4,4,1,1,4,1454.46666666673,8.52360412042671,69.9824251235035,"Bow Valley",0
3,3,3,4,4,3,2050.08711111172,654.428903243286,522.02763419253,"Bow Valley",0
4,5,4,3,1,4,1640.78666666635,759.932542189745,1908.30361668884,"Bow Valley",0
4,4,4,1,1,4,1494,63.4065745841059,86.6375713932532,"Bow Valley",0
4,4,4,4,3,4,1465.41333333302,211.643421083301,0,"Bow Valley",0
1,1,1,1,3,1,2162.63288888928,2304.08669579377,2116.80736400946,"Bow Valley",0
4,6,5,1,1,5,1402,464.031121159925,399.948346995749,"Bow Valley",0
1,4,3,3,5,3,2092.2528888894,588.972032255269,417.902874672128,"Bow Valley",0
1,1,1,1,4,1,2382.69911111282,2416.29674475912,2158.99992769135,"Bow Valley",0
4,4,3,1,1,4,1847.90000000031,1490.91156417228,1340.77421370094,"Bow Valley",0
4,4,4,4,3,4,1425.80666666692,130.153522332459,17.5762890034458,"Bow Valley",0
4,5,3,1,1,4,1717.20711111078,877.691651133566,732.186285726049,"Bow Valley",0
1,4,1,3,4,3,1952.9466666679,,,"Bow Valley",0
4,5,3,1,1,4,1799.49377777726,72.5865595331416,11.0975575939538,"Bow Valley",0
4,3,4,5,5,4,1543.55955555484,240.284791934939,219.191800926066,"Bow Valley",0
4,3,4,5,5,4,2072.14711111011,,,"Bow Valley",0
4,4,4,4,3,4,1637.56044444448,283.293443517349,486.694431138398,"Bow Valley",0
5,5,5,3,1,5,1402,620.790877556941,475.763174776977,"Bow Valley",0
6,3,4,1,1,5,1564.07333333309,306.256442281595,386.07478733326,"Bow Valley",0
1,1,1,1,4,1,1998.45333333348,,,"Bow Valley",0
4,4,4,4,3,4,1718.62666666641,278.254612403798,335.909809309248,"Bow Valley",0
4,6,3,1,1,5,2171.75333333346,258.402827290373,1135.20133935372,"Bow Valley",0
5,4,5,5,5,5,1677.62666666641,,,"Bow Valley",0
1,1,1,1,4,1,2498.32000000149,2124.0107357359,1893.74576855111,"Bow Valley",0
4,5,4,1,4,4,1845.1995555557,1699.17102901779,1652.7027222557,"Bow Valley",0
3,4,4,3,4,4,1842.23955555657,464.867866499668,362.018219038152,"Bow Valley",0
4,4,3,1,1,4,1901.06000000025,1375.3153597992,1294.43380223539,"Bow Valley",0
4,6,3,5,3,4,2030.18577777723,2384.78916119829,2509.94888851723,"Bow Valley",0
5,5,5,3,1,5,1421.14622222224,154.713544257001,152.042712948495,"Bow Valley",0
1,4,1,3,4,3,2120.06755555627,2466.51122925522,2333.39481117796,"Bow Valley",0
3,3,3,5,6,3,2329.39377777757,1252.12947641959,1005.08628997599,"Bow Valley",0
4,5,4,3,1,4,1529.76711111091,931.442786198455,714.563093472151,"Bow Valley",0
4,5,4,3,1,4,1521,237.059716650407,282.402768832456,"Bow Valley",0
5,5,5,3,1,5,1402,345.697532815971,329.615947027691,"Bow Valley",0
1,4,1,3,4,3,2101.57288888768,1095.10002372765,886.969855486176,"Bow Valley",0
3,5,4,1,3,4,1768.32044444449,50.3159666419961,144.459523041497,"Bow Valley",0
3,3,3,5,6,3,2334.99244444305,1239.70177589388,1077.66535333688,"Bow Valley",0
4,4,4,4,3,4,1625.99955555514,,,"Bow Valley",0
4,4,4,4,3,4,1741.96044444399,213.604483435772,68.110773739252,"Bow Valley",0
5,1,4,6,5,5,1883.47955555589,443.151418646935,968.313602538314,"Bow Valley",0
1,1,1,1,4,1,2606.62666666744,2082.68591862035,1942.18030413614,"Bow Valley",0
5,3,5,1,1,5,1434.61422222212,232.055645536698,143.702934644391,"Bow Valley",0
1,4,1,3,4,3,1904.76622222355,604.031098552263,620.255682372715,"Bow Valley",0
4,5,4,3,1,4,1559.32622222249,177.32108360048,521.637712759652,"Bow Valley",0
1,1,1,1,4,1,2216.88044444394,,,"Bow Valley",0
4,4,4,1,3,4,1463,27.9095144816908,95.0929499973002,"Bow Valley",0
3,3,3,5,6,3,2259.58622222093,195.036854019579,226.322435358617,"Bow Valley",0
4,5,5,3,1,5,1779.22666666623,105.123768891811,96.3606110611708,"Bow Valley",0
3,5,4,1,3,4,1557.14622222224,119.164475988068,1074.90873026555,"Bow Valley",0
4,4,4,4,3,4,1846.61999999987,593.222004232194,490.572729850418,"Bow Valley",0
3,5,4,1,3,4,1441.75333333321,27.9095144816908,9.47799280926654,"Bow Valley",0
5,4,3,3,3,5,1631.87333333346,449.283883916982,544.066316316836,"Bow Valley",0
6,4,6,6,1,6,1490.27333333271,172.622667552505,50.0516530042514,"Bow Valley",0
4,4,4,1,1,5,1433,210.593746626237,51.1823697532516,"Bow Valley",0
4,6,4,3,1,4,2227.07333333376,3117.36994950752,3065.35415084419,"Bow Valley",0
4,5,4,1,4,4,1505.62666666667,550.027463667518,506.170139457933,"Bow Valley",0
4,4,4,3,1,4,1507.16622222162,303.252131852248,214.30403962058,"Bow Valley",0
4,5,4,3,1,4,1557.99955555539,778.420423734923,575.194277364268,"Bow Valley",0
3,3,3,5,6,3,2169.50088888774,3373.05382199848,3260.01425773662,"Bow Valley",0
6,4,6,1,3,6,1402,233.612856153105,126.699360907566,"Bow Valley",0
1,1,3,5,4,3,2351.49422222305,1557.8588201046,1412.35978900016,"Bow Valley",0
3,3,3,5,6,3,2212.85999999876,3261.33771599803,3172.11741949617,"Bow Valley",0
4,4,4,4,3,4,1718.49333333333,375.199418296547,248.313602538314,"Bow Valley",0
1,4,1,3,4,3,1986.50000000106,2063.99487949401,1939.4086982689,"Bow Valley",0
4,4,4,4,3,4,1934.94711111209,1763.34070273581,2290.60190595966,"Bow Valley",0
3,3,3,5,6,3,2167.50000000029,459.684033358004,323.691818592139,"Bow Valley",0
4,4,4,3,1,4,1542.82622222211,159.684033358004,11.559394783224,"Bow Valley",0
1,1,1,1,4,1,2373.9728888904,2016.93573377149,1721.08721847867,"Bow Valley",0
3,4,3,3,4,3,2239.46000000044,2349.17377957521,2227.0739911442,"Bow Valley",0
4,4,4,1,1,4,1467.11955555539,23.8047225996683,0,"Bow Valley",0
4,4,4,1,1,4,1494,189.487380073766,0,"Bow Valley",0
5,5,5,3,1,5,1402,547.471243618442,476.003927486138,"Bow Valley",0
5,4,3,3,3,5,1919.55333333384,822.817351178879,721.03754157941,"Bow Valley",0
3,4,4,3,4,4,1860.38000000148,1389.52284715735,1172.20874708252,"Bow Valley",0
4,5,4,1,4,4,1811.16666666648,1344.52733898669,1613.51787385757,"Bow Valley",0
3,5,4,1,3,4,1783.77288888865,45.8955463487712,54.1565052037967,"Bow Valley",0
3,3,3,1,1,3,2001.18666666679,189.669704149024,74.2841693041846,"Bow Valley",0
3,4,3,3,1,3,1935.27955555584,466.897970616458,416.570804673014,"Bow Valley",0
4,4,4,4,3,4,2004.10666666742,472.557227811022,406.264263739385,"Bow Valley",0
3,3,3,5,6,3,2320.73911110997,3226.50822196101,3136.82620437485,"Bow Valley",0
1,1,3,4,6,3,2102.8728888886,2052.26677137508,2777.3797675054,"Bow Valley",0
5,4,3,3,3,5,1674.44711111128,,,"Bow Valley",0
3,3,3,3,1,3,2280.48044444417,2815.64189973795,2545.60171403011,"Bow Valley",0
4,4,4,4,3,4,1699.87288888885,941.482053911275,666.614897596396,"Bow Valley",0
5,1,3,4,4,4,2223.03377777733,426.549498028413,486.944492212877,"Bow Valley",0
1,4,1,3,4,3,2224.03822222379,644.970447575139,599.151840955094,"Bow Valley",0
5,1,4,6,5,5,2084.39422222167,446.020464575969,1582.76272880195,"Bow Valley",0
5,4,3,3,3,5,1617.26711111197,1090.48420971904,1066.84751802973,"Bow Valley",0
7,7,7,7,7,7,2245.54488888809,410.760469618252,286.800053701346,"Bow Valley",0
4,4,4,1,1,5,1692.15999999968,1141.46324588887,1671.75671678914,"Bow Valley",0
3,3,3,5,6,3,2091.16666666674,1888.31600320378,1692.41146729224,"Bow Valley",0
4,3,4,5,5,4,2231.41288888774,1243.44683944638,1884.56942087586,"Bow Valley",0
3,3,3,1,1,3,2054.0195555557,634.511683175623,2363.14096165847,"Bow Valley",0
5,4,5,5,5,5,1610.18622222167,888.707515869802,846.897035532411,"Bow Valley",0
5,5,5,3,1,5,1401,68.7160453021703,0,"Bow Valley",0
4,4,4,1,1,5,1622.54666666704,11.7923625215693,13.6705694945807,"Bow Valley",0
1,1,1,1,4,1,2578.5986666659,2962.46355927636,2805.43517688287,"Bow Valley",0
5,4,5,4,3,5,1457.45288888903,74.5728429327984,0,"Bow Valley",0
3,4,4,3,4,4,2009.96488888952,2028.6054030691,1982.94584483894,"Bow Valley",0
4,4,3,1,1,4,1632.40666666673,267.107674386503,250.213147353924,"Bow Valley",0
4,3,3,5,6,4,2434.55911111014,366.720672705096,338.191735647974,"Bow Valley",0
3,4,3,3,1,3,1923.65377777839,523.398664317039,413.783862508129,"Bow Valley",0
4,5,4,3,3,4,1669.12000000025,773.944201942016,1704.43999249784,"Bow Valley",0
1,4,1,3,4,3,2086.95955555503,542.99425655471,432.144684199258,"Bow Valley",0
1,1,1,1,4,1,2427.61955555577,,,"Bow Valley",0
4,5,4,3,1,4,1573.65333333327,786.662654497996,776.356575622292,"Bow Valley",0
1,1,1,1,3,1,2330.94666666587,1211.03890149445,1250.13722639777,"Bow Valley",0
4,4,4,4,3,4,1654.93999999975,252.932088284033,682.361481737787,"Bow Valley",0
4,4,3,1,1,4,1794.80666666692,1532.77555410819,1704.11232139341,"Bow Valley",0
7,7,7,7,7,7,2014.53333333327,82.6582908418119,125.759829792623,"Bow Valley",0
